id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7316883975,oklahoma city,44988,2018.0,gmc,sierra slt,like new,8 cylinders,gas,37306.0,clean,automatic,,4wd,,,,ok
7308890787,southern illinois,232,2013.0,bmw,x3,,4 cylinders,gas,141882.0,clean,automatic,5UXWX9C55D0D05342,4wd,compact,SUV,silver,il
7305282243,northwest CT,4980,2005.0,bmw,545i sedan,good,8 cylinders,gas,158960.0,clean,automatic,,rwd,,sedan,grey,ct
7314909662,new hampshire,24985,2015.0,gmc,canyon,good,6 cylinders,gas,88967.0,clean,automatic,1GTG6CE38F1200967,4wd,,pickup,black,nh
7302675629,norfolk / hampton roads,55990,2020.0,cadillac,escalade esv luxury,good,8 cylinders,gas,49629.0,clean,other,1GYS3HKJXLR186449,,,SUV,silver,va
7308243584,columbus,9995,2007.0,cadillac,escalade,like new,8 cylinders,hybrid,172000.0,clean,automatic,,4wd,full-size,SUV,white,oh
7314922329,finger lakes,30590,2019.0,honda,ridgeline sport pickup 4d,good,,other,23645.0,clean,other,5FPYK2F15KB003271,,,pickup,silver,ny
7303634922,hilton head,35590,2020.0,lexus,nx 300 sport utility 4d,good,,gas,6185.0,clean,other,JTJAARBZ9L5011987,fwd,,hatchback,white,sc
7307646935,indianapolis,20900,2017.0,chevrolet,express 2500 extended,,,gas,81814.0,clean,automatic,,,,,,in
7303984548,louisville,21995,2012.0,toyota,tacoma,good,,gas,149746.0,clean,automatic,3TMLU4EN6CM081505,4wd,full-size,truck,grey,ky
7304765628,bellingham,42999,2019.0,gmc,sierra 1500 sle x31 4x4 gas,,,gas,46653.0,clean,automatic,1GTU9BED8KZ239986,4wd,,truck,white,wa
7315273106,rochester,14995,2009.0,ford,f-150,excellent,,gas,165140.0,clean,automatic,1FTPW14V29FA80050,4wd,,pickup,grey,mn
7314742401,boston,15999,2013.0,,2013,like new,,gas,126207.0,clean,automatic,1GCRKSE76DZ220814,,,,,ma
7308009187,visalia-tulare,65995,2017.0,chevrolet,silverado 2500 lifted highcountry 6.6l,,8 cylinders,other,50501.0,clean,automatic,1GC1KXEY7HF102538,4wd,,pickup,white,ca
7314501726,new hampshire,10875,2012.0,hyundai,sonata hybrid,,,hybrid,58075.0,clean,automatic,,,,,,nh
7316931021,hawaii,0,2021.0,chevrolet,silverado lt 4x4,,8 cylinders,gas,1882.0,clean,automatic,,4wd,,,,hi
7316906420,seattle-tacoma,5299,2008.0,mazda,mazda6 i sport,,4 cylinders,gas,156008.0,clean,automatic,1YVHP80C985M41593,fwd,,sedan,grey,wa
7305041708,knoxville,25998,2015.0,bmw,x5,,6 cylinders,gas,78104.0,clean,automatic,,rwd,mid-size,SUV,white,tn
7315921155,reno / tahoe,5800,2008.0,nissan,altima,excellent,,hybrid,,clean,automatic,1N4CL21E08C205876,fwd,,sedan,green,ca
7311819578,oklahoma city,13198,2016.0,volkswagen,e-golf,,,gas,36167.0,clean,automatic,WVWKP7AUXGW914911,fwd,,hatchback,silver,ok
7312988932,stockton,33188,2011.0,dodge,challenger srt8,good,8 cylinders,gas,41240.0,clean,automatic,2B3CJ7DJ2BH585914,rwd,,coupe,orange,ca
7311018382,oklahoma city,27921,2015.0,chevrolet,silverado 1500 ltz z71,excellent,8 cylinders,gas,187162.0,clean,automatic,,4wd,,,,ok
7305209126,bakersfield,16590,2014.0,ford,fusion titanium hybrid,good,,gas,47214.0,clean,automatic,3FA6P0RU2ER129379,fwd,,sedan,blue,ca
7316497610,sacramento,19990,2015.0,mercedes-benz,glk-class glk 350,good,6 cylinders,gas,98544.0,clean,other,WDCGG5HB7FG386794,rwd,,other,brown,ca
7315648536,long island,0,2018.0,mercedes-benz,c-class,excellent,,gas,48239.0,clean,automatic,55SWF4KB7JU250402,,,sedan,black,ny
7313568864,topeka,22389,2017.0,buick,envision,,,gas,40003.0,clean,automatic,,fwd,,,,ks
7313953093,"washington, DC",34590,2019.0,chevrolet,silverado 1500 ld,good,8 cylinders,gas,22722.0,clean,other,2GCVKPEC8K1110037,4wd,,pickup,brown,dc
7311386054,panama city,10987,2017.0,nissan,versa,,4 cylinders,gas,28209.0,clean,automatic,,fwd,compact,sedan,silver,fl
7314677402,las vegas,2300,2001.0,nissan,frontier,,,gas,91000.0,clean,automatic,,,,,,nv
7312162666,little rock,39950,2013.0,,Freightliner M2 106,excellent,8 cylinders,diesel,223131.0,clean,automatic,,rwd,,truck,,ar
7310292798,oklahoma city,11860,2017.0,chevrolet,equinox 1owner 88k ml. new tires well maint&clean carfax!!,,4 cylinders,gas,88544.0,clean,automatic,2GNALBEK2H1526090,fwd,,SUV,grey,ok
7313958774,omaha / council bluffs,11895,2006.0,ford,f-150,,8 cylinders,gas,122667.0,rebuilt,automatic,1FTPW14596FA77500,4wd,,pickup,black,ia
7316832667,green bay,15500,2016.0,chevrolet,malibu lt,excellent,4 cylinders,gas,74500.0,clean,automatic,1G1ZE5ST1GF243202,fwd,mid-size,sedan,red,wi
7313805596,treasure coast,36990,2015.0,chevrolet,tahoe lt sport utility,good,8 cylinders,other,51677.0,clean,other,1GNSCBKC8FR712092,,,other,black,fl
7316192143,maine,30500,2014.0,toyota,4runner,excellent,6 cylinders,gas,49800.0,clean,automatic,JTEBU5JR2E5167246,4wd,mid-size,SUV,blue,me
7312610602,"st louis, MO",1,2004.0,ford,f550 4x4,excellent,10 cylinders,gas,182132.0,clean,automatic,,4wd,,truck,white,il
7313361460,orange county,17900,2018.0,honda,civic,,4 cylinders,gas,36363.0,clean,automatic,,fwd,mid-size,sedan,black,ca
7312691164,salem,8999,2007.0,dodge,nitro slt,,,gas,107052.0,clean,automatic,,4wd,,SUV,silver,or
7307523061,springfield,47400,2017.0,audi,a7,,,gas,28143.0,clean,automatic,,,,hatchback,red,mo
7313882575,albany,5995,2009.0,volkswagen,passat,,,gas,127000.0,clean,automatic,,,,,,ny
7316805019,seattle-tacoma,11972,2013.0,subaru,forester 2.5x,good,4 cylinders,gas,138930.0,clean,automatic,JF2SHADC0DH401214,,,SUV,,wa
7309840476,mcallen / edinburg,3850,2004.0,honda,element,excellent,4 cylinders,gas,141212.0,clean,automatic,,,full-size,SUV,silver,tx
7303908185,huntsville / decatur,31995,2016.0,chevrolet,silverado 1500 lt crew cab long box 4wd,,,gas,94526.0,,automatic,3GCUKREC4GG347677,4wd,,pickup,,al
7307224993,skagit / island / SJI,13999,2013.0,bmw,x3 xdrive28i,good,4 cylinders,gas,81466.0,clean,automatic,5UXWX9C56D0A22741,,,SUV,,wa
7309523328,bellingham,10999,2013.0,nissan,altima 3.5 sv,good,6 cylinders,gas,63122.0,clean,other,1N4BL3AP6DN462428,fwd,,sedan,blue,wa
7306649381,central NJ,7000,2008.0,bmw,128 sport package,,,gas,77025.0,clean,automatic,WBAUP73598VF09564,,,,,nj
7316220093,inland empire,10900,1939.0,ford,pickup,,,gas,1000.0,clean,manual,,,,,,ca
7316886958,tucson,21995,2015.0,ford,transit,good,6 cylinders,gas,102598.0,clean,automatic,1FTNR2ZG3FKA38195,rwd,full-size,van,custom,az
7316749982,minneapolis / st paul,58000,2018.0,chevrolet,,like new,8 cylinders,diesel,111120.0,clean,automatic,,4wd,full-size,pickup,black,mn
7309504553,billings,22900,2017.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,,clean,automatic,3GCUKREC6HG139785,4wd,,pickup,white,mt
7303877553,redding,11995,2015.0,,CHEC MALIBU LS,excellent,4 cylinders,gas,60000.0,clean,automatic,1G11A5SLXFF114740,fwd,full-size,sedan,silver,ca
7314951638,austin,24427,2017.0,toyota,avalon,,6 cylinders,gas,45388.0,clean,automatic,,fwd,mid-size,sedan,white,tx
7316744805,sacramento,16998,2013.0,toyota,scion fr-s,,,gas,99435.0,clean,manual,JF1ZNAA14D1720543,,compact,coupe,blue,ca
7304165189,cleveland,25990,2019.0,gmc,acadia slt-2 sport utility,good,6 cylinders,gas,70640.0,clean,other,1GKKNNLS8KZ159484,fwd,,SUV,white,oh
7311143735,madison,29950,2012.0,porsche,cayenne turbo awd,,,gas,107730.0,clean,automatic,WP1AC2A20CLA83034,,,,,wi
7307752562,scottsbluff / panhandle,43900,,,Grand Caravan,,6 cylinders,,21.0,clean,automatic,2C7WDGBG8KR779855,fwd,,,grey,ne
7307866218,monterey bay,5999,2012.0,mazda,mazda6,excellent,4 cylinders,gas,179189.0,clean,manual,1YVHZ8DH5C5M17199,fwd,mid-size,sedan,,ca
7310444503,south coast,27990,2015.0,ford,transit 350 van,,6 cylinders,other,72510.0,clean,automatic,1FTSW2CM2FKA67715,rwd,,other,silver,ma
7310264106,rhode island,8950,2008.0,chevrolet,ss impala,like new,8 cylinders,gas,75000.0,clean,automatic,,,,,,ri
7316695405,fort collins / north CO,0,2018.0,ford,escape,,,gas,21170.0,clean,automatic,1FMCU9HD0JUB13031,4wd,,SUV,blue,co
7316664270,columbus,2500,2008.0,bmw,550i,like new,8 cylinders,gas,107000.0,clean,automatic,,rwd,mid-size,sedan,black,oh
7303204785,corpus christi,17495,2010.0,chevrolet,camaro,,8 cylinders,gas,86894.0,clean,manual,,rwd,compact,coupe,red,tx
7315253000,jacksonville,12900,2011.0,audi,a6,excellent,6 cylinders,gas,98847.0,clean,automatic,WAUKGAFB4BN028485,4wd,full-size,sedan,black,fl
7316394171,hawaii,32899,2014.0,toyota,tacoma,,6 cylinders,gas,8277.0,clean,automatic,3TMJU4GN7EM162150,rwd,,truck,silver,hi
7314294670,tampa bay area,6295,2012.0,nissan,altima 2.5 s,,4 cylinders,gas,106859.0,clean,automatic,,fwd,,sedan,grey,fl
7311456770,memphis,31990,2006.0,ford,super duty f-550 drw,good,8 cylinders,diesel,59429.0,clean,automatic,1FDAW57P46ED02529,4wd,full-size,truck,red,tn
7311605706,cincinnati,5975,2011.0,nissan,rogue awd 4dr sv,,4 cylinders,,170997.0,clean,automatic,JN8AS5MV8BW260829,,,SUV,,oh
7309846667,tyler / east TX,35000,2018.0,ram,1500,excellent,8 cylinders,gas,43839.0,clean,automatic,1C6RR6LT7JS271673,4wd,,truck,white,tx
7309981925,springfield,0,2020.0,ford,edge se,good,,other,12433.0,clean,automatic,2FMPK4G96LBA88863,,,other,,mo
7315780507,atlanta,30590,2018.0,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,22821.0,clean,automatic,5N1DL0MN5JC501394,fwd,,other,blue,ga
7315872333,bend,16981,2016.0,jeep,renegade sport,,4 cylinders,gas,47772.0,clean,automatic,ZACCJAAT7GPD71394,fwd,,SUV,,or
7310229507,reno / tahoe,19590,2010.0,toyota,tacoma access cab pickup,good,,other,76268.0,clean,other,5TETX4CN1AZ720738,,,pickup,,ca
7311656773,salem,13995,2010.0,ford,expedition,excellent,,gas,144646.0,clean,automatic,1FMJU1J55AEB52414,4wd,,SUV,red,or
7316837110,south florida,10995,2013.0,infiniti,fx37,good,6 cylinders,gas,114000.0,clean,automatic,,,mid-size,SUV,grey,fl
7311575288,birmingham,6480,2011.0,kia,sorento,,,gas,182000.0,clean,automatic,,,,,,al
7310851465,wichita,7995,2013.0,honda,civic ex cpe,good,4 cylinders,gas,161000.0,clean,automatic,,fwd,mid-size,coupe,silver,ks
7316503535,pullman / moscow,41998,2016.0,chevrolet,silverado 1500,like new,6 cylinders,gas,45000.0,clean,automatic,1GCUKRECOGF235203,4wd,full-size,truck,silver,id
7314866836,college station,29990,2012.0,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,,pickup,white,tx
7316584378,portland,9900,2007.0,volvo,xc90,excellent,8 cylinders,gas,112719.0,clean,automatic,YV4CZ852771359505,4wd,,SUV,white,or
7315883174,tampa bay area,6995,1998.0,ford,f150 xlt,excellent,8 cylinders,gas,147000.0,clean,automatic,,rwd,full-size,pickup,blue,fl
7310913821,fresno / madera,11999,2012.0,infiniti,g25,excellent,6 cylinders,gas,147975.0,clean,automatic,JN1DV6AP4CM700833,rwd,compact,sedan,white,ca
7311699376,logan,25550,2019.0,nissan,frontier 4x4,,6 cylinders,gas,39.0,rebuilt,automatic,,4wd,,truck,white,ut
7301690454,saginaw-midland-baycity,30990,2018.0,mercedes-benz,metris passenger,good,,gas,7896.0,clean,other,WD4PG2EE2J3420861,rwd,,van,black,mi
7317069727,seattle-tacoma,17800,2016.0,mitsubishi,outlander,,,gas,46435.0,clean,,JA4AD3A39GZ022422,fwd,,SUV,white,wa
7314869056,chicago,8500,1998.0,bmw,740il,excellent,8 cylinders,gas,95000.0,clean,automatic,,rwd,full-size,sedan,silver,il
7305226128,northwest CT,30590,2017.0,lincoln,continental premiere,good,,other,10537.0,clean,other,1LN6L9VK1H5636372,,,sedan,,ct
7313021997,baltimore,1400,1996.0,ford,explorer xlt,good,6 cylinders,gas,190000.0,clean,automatic,,4wd,,,,md
7316888436,detroit metro,5800,2005.0,nissan,pathfinder,,,gas,170000.0,clean,automatic,5N1AR18W55C733980,4wd,,wagon,,mi
7308790875,eastern NC,0,2016.0,gmc,yukon,,8 cylinders,gas,85662.0,clean,automatic,,rwd,full-size,SUV,black,nc
7315128297,hawaii,34500,2019.0,toyota,tacoma 2wd sr5 double cab 5' bed v6 at (natl),,,,3221.0,clean,automatic,3TMAZ5CN0KM095559,rwd,,,grey,hi
7315694360,new york city,6200,2010.0,jeep,liberty,,6 cylinders,gas,158482.0,clean,automatic,1J4PN2GK0AW180799,4wd,,SUV,white,ny
7310155510,el paso,33995,2017.0,ram,1500,excellent,8 cylinders,gas,63355.0,clean,automatic,1C6RR6LT6HS841494,rwd,full-size,pickup,grey,tx
7316395304,modesto,25991,2019.0,honda,civic,,,gas,20153.0,clean,automatic,SHHFK7H42KU405722,fwd,full-size,hatchback,silver,ca
7309038233,cincinnati,4495,2005.0,chevrolet,equinox lt,excellent,6 cylinders,gas,175429.0,,automatic,2CNDL73FX56044938,4wd,,SUV,,oh
7302613470,norfolk / hampton roads,0,2015.0,toyota,tacoma,,6 cylinders,gas,56455.0,clean,manual,5TFLU4EN4FX130733,4wd,,truck,blue,va
7315660005,minneapolis / st paul,9000,2014.0,hyundai,sonata,good,,gas,78000.0,clean,automatic,,fwd,,,grey,mn
7314588748,watertown,30990,2019.0,ford,ranger supercrew xl pickup,good,,other,1834.0,clean,other,1FTER4EH3KLA31326,,,pickup,black,ny
7308843267,buffalo,36590,2018.0,bmw,4 series 430i convertible 2d,good,,gas,29158.0,clean,other,WBA4Z1C58JEC60266,rwd,,convertible,white,ny
7303388226,columbus,6477,2007.0,jeep,liberty,,,gas,131158.0,clean,automatic,1J8GL48K67W654083,4wd,,SUV,silver,oh
7307151952,sioux falls / SE SD,4595,2005.0,ford,f150 regular cab,,6 cylinders,gas,257708.0,clean,automatic,1FTRF12225KD71313,,,pickup,custom,sd
7308725109,stockton,6500,2009.0,toyota,camry le 5-spd at,,,gas,153000.0,clean,automatic,4T4BE46K09R096973,fwd,,sedan,brown,ca
7305772175,lima / findlay,20998,2013.0,ford,f-150,excellent,,gas,106209.0,clean,automatic,1FTFW1ETXDFD95857,4wd,,pickup,,oh
7316122833,anchorage / mat-su,25500,2004.0,porsche,911,good,6 cylinders,gas,71500.0,clean,manual,,4wd,,coupe,white,ak
7316775059,port huron,26990,2017.0,nissan,titan single cab sv,good,8 cylinders,gas,41335.0,clean,other,1N6AA1R84HN570756,4wd,,pickup,red,mi
7312976495,visalia-tulare,8500,2012.0,chevrolet,colorado n work truck,excellent,4 cylinders,gas,127151.0,clean,automatic,1GCCSBF93C8130627,rwd,,pickup,white,ca
7313814618,central NJ,0,2018.0,toyota,tacoma,new,,gas,5.0,clean,automatic,,,,,,nj
7316375328,huntsville / decatur,7800,1999.0,toyota,tacoma,good,4 cylinders,gas,242068.0,clean,automatic,,4wd,mid-size,truck,green,al
7303173596,jonesboro,20700,2015.0,ford,explorer,,6 cylinders,gas,73221.0,clean,automatic,1FM5K8F8XFGA41453,4wd,,SUV,black,ar
7315247167,elmira-corning,600,2009.0,mini,cooper clubman,,4 cylinders,gas,115000.0,clean,automatic,,fwd,compact,coupe,brown,ny
7311330843,albuquerque,3100,2006.0,nissan,altima,good,4 cylinders,gas,159000.0,clean,automatic,,fwd,mid-size,sedan,grey,nm
7315996984,SF bay area,8300,2011.0,honda,cr-v,excellent,4 cylinders,gas,134000.0,clean,automatic,,,,SUV,,ca
7315293902,houston,6999,2011.0,bmw,328i,excellent,6 cylinders,gas,145000.0,clean,automatic,,,,,black,tx
7302993050,billings,0,2013.0,ford,f-150,,,other,235801.0,clean,automatic,1FTFW1ETXDKE12535,,,,,mt
7313412489,spokane / coeur d'alene,9000,1978.0,chevrolet,el camino,excellent,8 cylinders,gas,111000.0,clean,automatic,,rwd,,other,brown,id
7316242718,seattle-tacoma,11999,2013.0,honda,civic ex,good,4 cylinders,gas,82663.0,clean,automatic,19XFB2F89DE235197,fwd,,sedan,,wa
7301843288,wyoming,0,2010.0,toyota,venza,excellent,6 cylinders,gas,155000.0,clean,automatic,4T3BK3BB0AU043625,4wd,,,blue,wy
7316807716,kalispell,22998,2019.0,buick,encore preferred,,4 cylinders,gas,10500.0,clean,automatic,KL4CJASBXKB904969,fwd,,SUV,,mt
7313971420,macon / warner robins,27990,2020.0,ford,ranger supercab xl pickup,good,,gas,10688.0,clean,other,1FTER1EH1LLA36301,,,pickup,white,ga
7314728905,jacksonville,7499,2013.0,mini,hardtop,,4 cylinders,gas,97688.0,clean,automatic,WMWSU3C56DT547071,fwd,,other,white,fl
7309473301,pittsburgh,13990,2013.0,ford,c-max hybrid se wagon 4d,good,,other,30998.0,clean,other,1FADP5AU7DL534960,fwd,,wagon,white,pa
7314566149,grand rapids,15744,2013.0,chevrolet,silverado 1500,,8 cylinders,gas,183061.0,clean,automatic,1GCRKSE70DZ413461,4wd,,truck,black,mi
7306383338,oklahoma city,0,2009.0,toyota,camry,,,gas,,clean,automatic,4T1BK46K89U094987,,,other,black,ok
7315296404,boston,16990,2015.0,subaru,forester,like new,4 cylinders,gas,81140.0,clean,automatic,JF2SJGUC6FH533162,4wd,full-size,SUV,grey,ma
7316184632,sacramento,483,2018.0,toyota,rav4 hybrid xle,,4 cylinders,hybrid,10393.0,clean,automatic,JTMRJREV6JD230102,4wd,,SUV,,ca
7316329861,portland,0,2013.0,lincoln,mkz sedan 4d,excellent,4 cylinders,gas,134383.0,clean,automatic,3LN6L2G92DR814864,fwd,full-size,sedan,silver,or
7311620335,kennewick-pasco-richland,41999,2020.0,ram,1500 classic warlock,,,gas,2141.0,clean,automatic,1C6RR7GT1LS141875,4wd,,truck,grey,wa
7311257572,north mississippi,22590,2013.0,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169.0,clean,other,1FTEX1CMXDFB16329,,,pickup,silver,ms
7315962814,fort wayne,5799,2004.0,ford,econoline cargo van,,,gas,1448.0,clean,automatic,1FDWE35S44HA04854,,,,,in
7310365388,philadelphia,8400,2011.0,bmw,x3 xdrive35i,,6 cylinders,gas,152473.0,clean,automatic,5UXWX7C59BLT78310,4wd,,SUV,white,pa
7314059315,colorado springs,7500,2016.0,dodge,dart sxt,good,4 cylinders,gas,79000.0,clean,automatic,,fwd,,,,co
7314747616,youngstown,7900,2009.0,,Foed Explorer,excellent,6 cylinders,gas,129351.0,clean,automatic,,4wd,mid-size,SUV,,oh
7308608488,east idaho,37499,2017.0,chevrolet,lifted silverado 1500,,,gas,64055.0,clean,automatic,1GCUKREC9HF161426,4wd,,truck,silver,id
7308157891,madison,11588,2008.0,toyota,4runner,excellent,,gas,196405.0,clean,automatic,JTEBT14R580069045,4wd,,SUV,black,wi
7307808265,monroe,0,2015.0,chevrolet,silverado,,,gas,179377.0,clean,automatic,3GCUKREC5FG180423,4wd,,pickup,white,mi
7314824036,atlanta,22690,2017.0,toyota,rav4,,4 cylinders,gas,71436.0,clean,automatic,,fwd,mid-size,SUV,black,ga
7306050049,stockton,5300,2006.0,subaru,outback,,,gas,179000.0,clean,automatic,,,,,,ca
7314891641,manhattan,31590,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,30577.0,clean,other,1C4BJWDG6HL695711,4wd,,other,,ks
7310292200,great falls,13998,2011.0,chevrolet,silverado,,8 cylinders,gas,150853.0,clean,automatic,1GCRKSE32BZ440042,4wd,,truck,,mt
7305653864,lehigh valley,4495,2010.0,ford,fusion,,,gas,120000.0,clean,automatic,,,,,,pa
7316733429,portland,91,2004.0,honda,accord lx,,4 cylinders,gas,80867.0,clean,automatic,JHMCM56414C029244,fwd,,sedan,,or
7302026956,south dakota,28500,2019.0,chevrolet,camaro,,,gas,33327.0,clean,automatic,1G1FB3DS4K0149704,,,convertible,,sd
7304233630,yuba-sutter,5499,2008.0,chrysler,pt cruiser,excellent,4 cylinders,gas,103398.0,clean,automatic,3A8FY48B18T127394,,,van,,ca
7308427327,southern maryland,900,1998.0,ford,f-150,,,gas,250000.0,clean,other,,,,,,md
7313529856,tampa bay area,24995,2014.0,ram,1500,,,gas,49530.0,clean,automatic,1C6RR7FT2ES299985,4wd,,pickup,white,fl
7306773691,ventura county,0,2016.0,honda,accord sport,like new,,gas,115000.0,clean,automatic,,,,,white,ca
7307477315,columbus,34995,2018.0,ram,2500,,8 cylinders,gas,65071.0,clean,automatic,3C6UR5HJ0JG289077,4wd,,truck,white,oh
7307489332,baltimore,91000,2020.0,chevrolet,corvette,,,gas,893.0,,automatic,1G1Y82D47L5109205,rwd,full-size,coupe,white,md
7314296508,spokane / coeur d'alene,10488,2012.0,hyundai,sonata,,,gas,96530.0,clean,automatic,KMHEC4A41CA028308,,full-size,sedan,,id
7312628777,tucson,4000,2003.0,infiniti,fx35,good,6 cylinders,gas,130000.0,clean,automatic,,4wd,mid-size,SUV,silver,az
7310856072,omaha / council bluffs,29988,2015.0,bmw,x5,,,gas,62974.0,clean,automatic,5UXKR0C56F0K57094,,,,,ia
7302152594,santa barbara,8800,2005.0,porsche,cayenne s,good,8 cylinders,gas,160000.0,clean,automatic,,,,,,ca
7316433502,san antonio,9995,2011.0,toyota,camry,,,gas,145557.0,clean,automatic,4T1BK3EK4BU620064,fwd,,other,silver,tx
7307478337,dayton / springfield,19995,2011.0,gmc,sierra 2500hd,,8 cylinders,gas,135198.0,clean,automatic,1GD21ZCG4BZ187630,rwd,,truck,white,oh
7307364873,santa maria,0,2017.0,audi,a3,,,gas,37838.0,clean,automatic,WAUAUGFF8H1033036,fwd,full-size,sedan,white,ca
7309534243,des moines,22580,2017.0,ram,1500,,,other,72702.0,clean,automatic,,4wd,,,white,ia
7313511079,pittsburgh,9800,2012.0,acura,tl sh-awd,excellent,6 cylinders,gas,114000.0,clean,automatic,,4wd,full-size,sedan,silver,pa
7314544384,ft myers / SW florida,13250,2015.0,jeep,compass high altitude,excellent,4 cylinders,gas,76500.0,clean,automatic,1C4NJDEB5FD155018,4wd,,SUV,green,fl
7316693822,grand rapids,34995,2016.0,ford,f-350 sd,good,8 cylinders,diesel,120379.0,clean,automatic,1FT8W3BT7GEC08240,4wd,full-size,truck,black,mi
7311967932,las vegas,4850,2005.0,chevrolet,silverado diesel,,8 cylinders,diesel,77000.0,clean,automatic,,,,pickup,black,nv
7303250923,greensboro,0,2011.0,chevrolet,impala,,,,,,,2G1WG5EK9B1291384,,,,,nc
7316716800,portland,44997,2017.0,porsche,macan s,,6 cylinders,gas,44141.0,clean,automatic,WP1AB2A52HLB15695,4wd,,SUV,,or
7316686104,los angeles,23990,2018.0,toyota,prius four touring,good,,gas,26852.0,clean,other,JTDKARFUXJ3056015,fwd,,hatchback,silver,ca
7314635019,atlanta,26990,2018.0,nissan,maxima platinum sedan 4d,good,6 cylinders,gas,49072.0,clean,other,1N4AA6AP0JC405054,fwd,,sedan,black,ga
7309823374,albuquerque,0,2018.0,honda,cr-v crv ex,,,gas,32328.0,clean,other,2HKRW2H56JH675440,,,SUV,red,nm
7309888576,long island,0,2013.0,chevrolet,cruze,excellent,,gas,86173.0,clean,automatic,1G1PA5SG0D7327393,,,sedan,silver,ny
7315429612,rockford,549,2016.0,jeep,wrangler unlimited rubicon,,,gas,45000.0,clean,automatic,,,,,,il
7313356700,orlando,38995,2019.0,chevrolet,1500 lt crew cab,,4 cylinders,gas,15475.0,clean,automatic,1GCPYDEK6KZ356704,4wd,,,black,fl
7305785488,chillicothe,34498,2018.0,ford,f-150,excellent,,gas,125582.0,clean,automatic,1FTEW1EG1JKC88889,4wd,,pickup,,oh
7314741189,atlanta,8432,2014.0,nissan,versa note,,4 cylinders,gas,72181.0,clean,automatic,,fwd,mid-size,hatchback,black,ga
7312421303,boulder,3200,2007.0,ram,3500,like new,6 cylinders,diesel,15000.0,clean,manual,,4wd,,,,co
7316691407,SF bay area,23813,2014.0,ford,explorer,,,gas,69005.0,clean,automatic,1FM5K8F89EGA54953,4wd,,,,ca
7315774340,fort collins / north CO,5000,1993.0,ford,f250 xlt lariat,,,gas,300000.0,clean,automatic,,,,,,co
7306109660,cincinnati,26688,2019.0,ford,f150 2wd,,,gas,24480.0,clean,automatic,1FTNF1C42KKE85340,,,,silver,oh
7302459181,oregon coast,53990,2015.0,ford,f-350,,,diesel,71730.0,clean,automatic,1FT8W3BT0FEC24956,4wd,,pickup,black,or
7312971041,tulsa,84477,2020.0,bmw,,,8 cylinders,other,8234.0,clean,automatic,WBSJF0C04LCD41155,fwd,compact,other,,ok
7313110865,nashville,22997,2018.0,honda,cr-v,excellent,,gas,75894.0,clean,automatic,5J6RW1H80JL004291,fwd,,SUV,,tn
7316191288,san antonio,46995,2014.0,ford,f250 platinum 4x4,,,diesel,125743.0,clean,automatic,,,,,,tx
7315730124,"washington, DC",19995,2011.0,subaru,impreza,,,gas,115533.0,clean,manual,JF1GV8J65BL508523,4wd,compact,sedan,white,dc
7304661695,jersey shore,4000,2006.0,jeep,grand cherokee,good,6 cylinders,gas,252000.0,clean,automatic,,4wd,full-size,SUV,red,nj
7316900334,albany,12900,1985.0,chevrolet,corvette,,8 cylinders,gas,50000.0,clean,automatic,,,,coupe,red,ny
7315273031,mcallen / edinburg,28988,2018.0,lincoln,mkx,,,gas,51906.0,clean,automatic,2LMPJ6KR9JBL48177,fwd,,,,tx
7311045717,st augustine,12400,1966.0,ford,f-100,good,8 cylinders,gas,25222.0,clean,automatic,,rwd,,pickup,,fl
7304635742,rockford,36590,2017.0,chevrolet,tahoe lt sport utility,good,,other,60476.0,clean,other,1GNSCBKC1HR284238,,,SUV,silver,il
7308351417,eugene,0,2018.0,ford,f-350 super duty lariat lo,,8 cylinders,diesel,52769.0,clean,automatic,1FT8W3BT4JEB86625,4wd,,truck,,or
7310208692,medford-ashland,22000,2005.0,gmc,sierra 2500hd,good,8 cylinders,diesel,180000.0,clean,automatic,,4wd,full-size,pickup,silver,or
7303012250,redding,17990,2017.0,kia,niro lx wagon 4d,good,,gas,20909.0,clean,other,KNDCB3LC7H5094133,fwd,,wagon,,ca
7316298140,sacramento,18990,2018.0,chevrolet,malibu hybrid sedan 4d,good,,hybrid,42183.0,clean,automatic,1G1ZF5SUXJF120771,fwd,,sedan,,ca
7314247497,philadelphia,6300,2011.0,honda,accord,good,6 cylinders,gas,132000.0,clean,automatic,,fwd,,coupe,silver,pa
7316439205,seattle-tacoma,0,2018.0,subaru,wrx premium,,4 cylinders,gas,47474.0,clean,manual,JF1VA1A64J9808169,4wd,,sedan,,wa
7316505946,oklahoma city,1200,2003.0,volkswagen,jetta,fair,6 cylinders,gas,147200.0,clean,manual,3VWVH69MO3MO32968,fwd,compact,sedan,red,ok
7314251271,tampa bay area,39900,1964.0,chevrolet,impala ss,excellent,,gas,63101.0,clean,automatic,,,,,white,fl
7316994143,oklahoma city,800,2004.0,honda,accord,,,gas,195000.0,clean,automatic,,,,,,ok
